Country,income,gndr,gndr_f,union,union_f,gincdif,sector,lrscale,union_gndr
Sweden,27996.144262757683,0,Male,0,control,3,C: Manufacturing,7,cntrl_male
Sweden,19429.942659245873,0,Male,0,control,3,F: Construction,5,cntrl_male
Sweden,22858.756069701023,0,Male,0,control,2,I: Accommodation and food services,7,cntrl_male
Sweden,9738.473973026676,0,Male,0,control,2,N: Adminsitrative and support service activities,3,cntrl_male
Sweden,39592.52691054563,1,Female,0,control,2,"M: Professional, scientific, and technical activites",7,cntrl_female
Sweden,20997.108197068264,1,Female,0,control,2,"M: Professional, scientific, and technical activites",6,cntrl_female
Sweden,20979.951019310713,1,Female,0,control,2,C: Manufacturing,3,cntrl_female
Sweden,12948.21672152543,0,Male,0,control,5,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",5,cntrl_male
Sweden,32047.404540819098,0,Male,0,control,3,N: Adminsitrative and support service activities,2,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,4,"R: Arts, entertainment and recreation",8,cntrl_female
Sweden,4024.445737771417,1,Female,0,control,5,Q: Human health and social work,9,cntrl_female
Sweden,10848.505901818604,0,Male,0,control,3,C: Manufacturing,3,cntrl_male
Sweden,18197.493770792495,0,Male,0,control,3,C: Manufacturing,7,cntrl_male
Sweden,12620.11795273642,0,Male,0,control,2,"A: Agriculture, forestry and fishing",10,cntrl_male
Sweden,39249.8943527797,0,Male,0,control,3,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",9,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,4,C: Manufacturing,3,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",4,cntrl_male
Sweden,32047.404540819098,0,Male,0,control,4,"O: Public adminsitration and defence, compulsory social security",5,cntrl_male
Sweden,18311.543696127355,1,Female,0,control,3,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_female
Sweden,18197.493770792495,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_male
Sweden,15397.879344516728,1,Female,0,control,5,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_female
Sweden,8857.767977009147,1,Female,0,control,4,I: Accommodation and food services,4,cntrl_female
Sweden,27996.144262757683,0,Male,0,control,5,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",2,cntrl_male
Sweden,12948.21672152543,0,Male,0,control,5,"O: Public adminsitration and defence, compulsory social security",3,cntrl_male
Sweden,12948.21672152543,0,Male,0,control,4,"R: Arts, entertainment and recreation",7,cntrl_male
Sweden,7286.228497217202,0,Male,0,control,4,N: Adminsitrative and support service activities,2,cntrl_male
Sweden,12620.11795273642,0,Male,0,control,4,Q: Human health and social work,9,cntrl_male
Sweden,10572.174682236724,0,Male,0,control,3,"R: Arts, entertainment and recreation",6,cntrl_male
Sweden,32047.404540819098,1,Female,0,control,4,"M: Professional, scientific, and technical activites",3,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,4,P: Education,8,cntrl_female
Sweden,10848.505901818604,1,Female,0,control,3,"R: Arts, entertainment and recreation",8,cntrl_female
Sweden,9738.473973026676,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",4,cntrl_male
Sweden,27996.144262757683,0,Male,0,control,4,F: Construction,7,cntrl_male
Sweden,27753.866457706103,1,Female,0,control,3,I: Accommodation and food services,8,cntrl_female
Sweden,27996.144262757683,0,Male,0,control,4,S: Other service activities,8,cntrl_male
Sweden,23796.72262334403,1,Female,0,control,4,I: Accommodation and food services,7,cntrl_female
Sweden,20997.108197068264,0,Male,0,control,3,C: Manufacturing,8,cntrl_male
Sweden,12620.11795273642,0,Male,0,control,5,C: Manufacturing,2,cntrl_male
Sweden,20997.108197068264,1,Female,0,control,4,"O: Public adminsitration and defence, compulsory social security",7,cntrl_female
Sweden,5691.425743390935,0,Male,0,control,4,C: Manufacturing,9,cntrl_male
Sweden,12620.11795273642,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,4,"R: Arts, entertainment and recreation",3,cntrl_male
Sweden,20997.108197068264,0,Male,0,control,4,C: Manufacturing,9,cntrl_male
Sweden,12572.315838335564,0,Male,0,control,2,"M: Professional, scientific, and technical activites",7,cntrl_male
Sweden,15397.879344516728,1,Female,0,control,3,"O: Public adminsitration and defence, compulsory social security",8,cntrl_female
Sweden,20997.108197068264,1,Female,0,control,4,P: Education,7,cntrl_female
Sweden,5691.425743390935,1,Female,0,control,4,C: Manufacturing,5,cntrl_female
Sweden,20997.108197068264,1,Female,0,control,5,P: Education,3,cntrl_female
Sweden,18311.543696127355,1,Female,0,control,3,J: Information and communication,8,cntrl_female
Sweden,39249.8943527797,1,Female,0,control,2,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_female
Sweden,18197.493770792495,0,Male,0,control,4,P: Education,5,cntrl_male
Sweden,12867.57124592733,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",0,cntrl_female
Sweden,39249.8943527797,1,Female,0,control,3,Q: Human health and social work,6,cntrl_female
Sweden,18197.493770792495,1,Female,0,control,4,S: Other service activities,8,cntrl_female
Sweden,19429.942659245873,0,Male,0,control,4,S: Other service activities,6,cntrl_male
Sweden,29694.395182909226,0,Male,0,control,4,"M: Professional, scientific, and technical activites",8,cntrl_male
Sweden,32047.404540819098,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",6,cntrl_female
Sweden,12948.21672152543,0,Male,0,control,5,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",6,cntrl_male
Sweden,18197.493770792495,0,Male,0,control,4,L: Real estate activities,8,cntrl_male
Sweden,39249.8943527797,1,Female,0,control,2,S: Other service activities,7,cntrl_female
Sweden,27996.144262757683,1,Female,0,control,3,Q: Human health and social work,9,cntrl_female
Sweden,39249.8943527797,1,Female,0,control,2,Q: Human health and social work,8,cntrl_female
Sweden,13279.737235945466,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",3,cntrl_female
Sweden,27753.866457706103,1,Female,0,control,4,I: Accommodation and food services,10,cntrl_female
Sweden,29694.395182909226,1,Female,0,control,5,S: Other service activities,1,cntrl_female
Sweden,19796.263455272816,1,Female,0,control,4,J: Information and communication,5,cntrl_female
Sweden,14847.197591454613,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_male
Sweden,39249.8943527797,0,Male,0,control,4,P: Education,4,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,5,Q: Human health and social work,0,cntrl_male
Sweden,18311.543696127355,0,Male,0,control,4,C: Manufacturing,3,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,5,Q: Human health and social work,3,cntrl_female
Sweden,18197.493770792495,0,Male,0,control,3,"M: Professional, scientific, and technical activites",8,cntrl_male
Sweden,27996.144262757683,1,Female,0,control,4,"R: Arts, entertainment and recreation",5,cntrl_female
Sweden,17144.06705227577,0,Male,0,control,4,L: Real estate activities,8,cntrl_male
Sweden,6861.197571905158,1,Female,0,control,4,"A: Agriculture, forestry and fishing",10,cntrl_female
Sweden,19429.942659245873,1,Female,0,control,4,Q: Human health and social work,3,cntrl_female
Sweden,17706.316314593954,0,Male,0,control,2,Q: Human health and social work,6,cntrl_male
Sweden,12620.11795273642,1,Female,0,control,4,Q: Human health and social work,8,cntrl_female
Sweden,12948.21672152543,0,Male,0,control,4,C: Manufacturing,8,cntrl_male
Sweden,9155.771848063678,0,Male,0,control,4,"A: Agriculture, forestry and fishing",5,cntrl_male
Sweden,10848.505901818604,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",6,cntrl_female
Sweden,5691.425743390935,1,Female,0,control,5,C: Manufacturing,6,cntrl_female
Sweden,27753.866457706103,1,Female,0,control,3,I: Accommodation and food services,6,cntrl_female
Sweden,18311.543696127355,1,Female,0,control,4,Q: Human health and social work,8,cntrl_female
Sweden,18197.493770792495,1,Female,0,control,3,P: Education,7,cntrl_female
Sweden,23796.72262334403,0,Male,0,control,4,"M: Professional, scientific, and technical activites",6,cntrl_male
Sweden,21775.889800800094,1,Female,0,control,4,P: Education,4,cntrl_female
Sweden,27996.144262757683,0,Male,0,control,2,F: Construction,5,cntrl_male
Sweden,20997.108197068264,0,Male,0,control,3,H: Transportation and storage,7,cntrl_male
Sweden,24823.81281515286,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_male
Sweden,39249.8943527797,0,Male,0,control,1,C: Manufacturing,9,cntrl_male
Sweden,27996.144262757683,0,Male,0,control,4,J: Information and communication,7,cntrl_male
Sweden,18311.543696127355,0,Male,0,control,3,"M: Professional, scientific, and technical activites",7,cntrl_male
Sweden,12867.57124592733,1,Female,0,control,2,"O: Public adminsitration and defence, compulsory social security",8,cntrl_female
Sweden,27996.144262757683,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",5,cntrl_male
Sweden,12948.21672152543,1,Female,0,control,5,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_female
Sweden,27753.866457706103,0,Male,0,control,2,H: Transportation and storage,8,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,5,P: Education,2,cntrl_male
Sweden,15397.879344516728,0,Male,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_male
Sweden,12948.21672152543,1,Female,0,control,4,C: Manufacturing,6,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,4,P: Education,5,cntrl_female
Sweden,10572.174682236724,0,Male,0,control,4,C: Manufacturing,4,cntrl_male
Sweden,18197.493770792495,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",6,cntrl_female
Sweden,9738.473973026676,0,Male,0,control,4,F: Construction,5,cntrl_male
Sweden,23796.72262334403,0,Male,0,control,3,"O: Public adminsitration and defence, compulsory social security",7,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,4,P: Education,2,cntrl_male
Sweden,3285.946185019522,0,Male,0,control,5,I: Accommodation and food services,1,cntrl_male
Sweden,10848.505901818604,1,Female,0,control,4,I: Accommodation and food services,5,cntrl_female
Sweden,10848.505901818604,1,Female,0,control,4,"A: Agriculture, forestry and fishing",6,cntrl_female
Sweden,19796.263455272816,0,Male,0,control,4,C: Manufacturing,8,cntrl_male
Sweden,21775.889800800094,0,Male,0,control,5,H: Transportation and storage,4,cntrl_male
Sweden,10848.505901818604,0,Male,0,control,4,H: Transportation and storage,5,cntrl_male
Sweden,14858.191445305669,1,Female,0,control,3,N: Adminsitrative and support service activities,3,cntrl_female
Sweden,32047.404540819098,0,Male,0,control,4,"M: Professional, scientific, and technical activites",4,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,5,C: Manufacturing,6,cntrl_female
Sweden,12948.21672152543,1,Female,0,control,5,"O: Public adminsitration and defence, compulsory social security",5,cntrl_female
Sweden,12948.21672152543,1,Female,0,control,5,Q: Human health and social work,7,cntrl_female
Sweden,39249.8943527797,1,Female,0,control,3,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_female
Sweden,10848.505901818604,0,Male,0,control,5,C: Manufacturing,7,cntrl_male
Sweden,12620.11795273642,0,Male,0,control,2,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",5,cntrl_male
Sweden,24823.81281515286,1,Female,0,control,4,Q: Human health and social work,2,cntrl_female
Sweden,14847.197591454613,0,Male,0,control,3,P: Education,8,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,4,P: Education,3,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,2,"M: Professional, scientific, and technical activites",7,cntrl_female
Sweden,5691.425743390935,1,Female,0,control,5,"R: Arts, entertainment and recreation",2,cntrl_female
Sweden,24823.81281515286,0,Male,0,control,1,"M: Professional, scientific, and technical activites",8,cntrl_male
Sweden,8857.767977009147,0,Male,0,control,5,"M: Professional, scientific, and technical activites",3,cntrl_male
Sweden,10848.505901818604,1,Female,0,control,4,"O: Public adminsitration and defence, compulsory social security",5,cntrl_female
Sweden,19429.942659245873,1,Female,0,control,4,L: Real estate activities,10,cntrl_female
Sweden,4024.445737771417,1,Female,0,control,4,Q: Human health and social work,2,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,4,I: Accommodation and food services,5,cntrl_female
Sweden,5691.425743390935,1,Female,0,control,4,P: Education,5,cntrl_female
Sweden,21775.889800800094,1,Female,0,control,5,Q: Human health and social work,7,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,4,P: Education,7,cntrl_female
Sweden,7286.228497217202,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",6,cntrl_female
Sweden,18311.543696127355,0,Male,0,control,2,P: Education,8,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,4,C: Manufacturing,5,cntrl_female
Sweden,39249.8943527797,1,Female,0,control,4,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_female
Sweden,17144.06705227577,0,Male,0,control,3,Q: Human health and social work,4,cntrl_male
Sweden,12620.11795273642,1,Female,0,control,5,Q: Human health and social work,0,cntrl_female
Sweden,4024.445737771417,1,Female,0,control,1,I: Accommodation and food services,6,cntrl_female
Sweden,8923.770983754011,0,Male,0,control,4,H: Transportation and storage,7,cntrl_male
Sweden,39249.8943527797,1,Female,0,control,2,N: Adminsitrative and support service activities,8,cntrl_female
Sweden,8923.770983754011,0,Male,0,control,4,H: Transportation and storage,2,cntrl_male
Sweden,8857.767977009147,1,Female,0,control,3,Q: Human health and social work,5,cntrl_female
Sweden,15342.104177836434,0,Male,0,control,3,Q: Human health and social work,10,cntrl_male
Sweden,27996.144262757683,0,Male,0,control,3,"M: Professional, scientific, and technical activites",6,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,1,"R: Arts, entertainment and recreation",6,cntrl_female
Sweden,17706.316314593954,0,Male,0,control,2,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",4,cntrl_male
Sweden,10848.505901818604,1,Female,0,control,3,I: Accommodation and food services,5,cntrl_female
Sweden,15397.879344516728,1,Female,0,control,2,"R: Arts, entertainment and recreation",7,cntrl_female
Sweden,32047.404540819098,0,Male,0,control,2,J: Information and communication,7,cntrl_male
Sweden,5691.425743390935,0,Male,0,control,4,I: Accommodation and food services,4,cntrl_male
Sweden,21775.889800800094,0,Male,0,control,2,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",7,cntrl_male
Sweden,17144.06705227577,0,Male,0,control,2,F: Construction,8,cntrl_male
Sweden,39249.8943527797,0,Male,0,control,4,C: Manufacturing,6,cntrl_male
Sweden,5643.888325276823,1,Female,0,control,4,C: Manufacturing,6,cntrl_female
Sweden,12620.11795273642,0,Male,0,control,3,H: Transportation and storage,5,cntrl_male
Sweden,39249.8943527797,0,Male,0,control,4,"O: Public adminsitration and defence, compulsory social security",5,cntrl_male
Sweden,12948.21672152543,1,Female,0,control,5,P: Education,3,cntrl_female
Sweden,14847.197591454613,0,Male,0,control,3,Q: Human health and social work,8,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,4,N: Adminsitrative and support service activities,4,cntrl_female
Sweden,9738.473973026676,0,Male,0,control,2,C: Manufacturing,5,cntrl_male
Sweden,27753.866457706103,0,Male,0,control,4,"R: Arts, entertainment and recreation",3,cntrl_male
Sweden,18311.543696127355,1,Female,0,control,3,K: Financial and insurance activities,8,cntrl_female
Sweden,12572.315838335564,0,Male,0,control,5,P: Education,2,cntrl_male
Sweden,5691.425743390935,1,Female,0,control,4,Q: Human health and social work,7,cntrl_female
Sweden,27753.866457706103,1,Female,0,control,3,"G: Wholesale and retail trade, repair of motor vehicles and motorcycles",8,cntrl_female
